nom_hotel,url,marque
CAMPANILE ROISSY,https://www.tripadvisor.fr/Hotel_Review-g196587-d239215-Reviews-Campanile_Roissy_Hotel-Roissy_en_France_Val_d_Oise_Ile_de_France.html,CAMPANILE
PREMIERE CLASSE LE BLANC MESNIL,https://www.tripadvisor.fr/Hotel_Review-g196571-d644471-Reviews-Premiere_Classe_Le_Blanc_Mesnil-Le_Blanc_Mesnil_Seine_Saint_Denis_Ile_de_France.html,PREMIERE CLASSE
CAMPANILE CAEN EST - Mondeville,https://www.tripadvisor.fr/Hotel_Review-g651738-d534830-Reviews-Campanile_Caen_Est_Mondeville-Mondeville_Calvados_Basse_Normandie_Normandy.html,CAMPANILE
PREMIERE CLASSE ORLY RUNGIS,https://www.tripadvisor.fr/Hotel_Review-g196588-d291545-Reviews-Premiere_Classe_Orly_Rungis-Rungis_Val_de_Marne_Ile_de_France.html,PREMIERE CLASSE
CAMPANILE SAINT JEAN DE LUZ,https://www.tripadvisor.fr/Hotel_Review-g187089-d15179683-Reviews-Campanile_Saint_Jean_De_Luz-Saint_Jean_de_Luz_Basque_Country_Pyrenees_Atlantiques_Nou.html,CAMPANILE
CAMPANILE SAINT QUENTIN EN YVELINES,https://www.tripadvisor.fr/Hotel_Review-g196591-d287167-Reviews-Campanile_Saint_Quentin_En_Yvelines-Saint_Quentin_en_Yvelines_Yvelines_Ile_de_France.html,CAMPANILE
CAMPANILE DOLE,https://www.tripadvisor.fr/Hotel_Review-g196553-d287143-Reviews-Campanile_Dole-Dole_Jura_Bourgogne_Franche_Comte.html,CAMPANILE
KYRIAD DIRECT LILLE NORD - Roubaix,https://www.tripadvisor.fr/Hotel_Review-g196637-d287198-Reviews-Kyriad_Direct_Lille_Nord_Roubaix-Roubaix_Nord_Hauts_de_France.html,KYRIAD DIRECT
CAMPANILE LILLE - Euralille,https://www.tripadvisor.fr/Hotel_Review-g950935-d4498818-Reviews-Campanile_Lille_Euralille-La_Madeleine_Lille_Nord_Hauts_de_France.html,CAMPANILE
CAMPANILE LYON CENTRE - Gare Part Dieu,https://www.tripadvisor.fr/Hotel_Review-g187265-d253267-Reviews-Campanile_Lyon_Centre_Gare_Part_Dieu-Lyon_Rhone_Auvergne_Rhone_Alpes.html,CAMPANILE
PREMIERE CLASSE BORDEAUX NORD - Lac,https://www.tripadvisor.fr/Hotel_Review-g187079-d482518-Reviews-Premiere_Classe_Bordeaux_Nord_Lac_Hotel-Bordeaux_Gironde_Nouvelle_Aquitaine.html,PREMIERE CLASSE
KYRIAD MARNE LA VALLEE  - TORCY,https://www.tripadvisor.fr/Hotel_Review-g651715-d565821-Reviews-Kyriad_Marne_La_Vallee_Torcy-Torcy_Marne_la_Vallee_Seine_et_Marne_Ile_de_France.html,KYRIAD
CAMPANILE VAL DE FRANCE,https://www.tripadvisor.fr/Hotel_Review-g664935-d487413-Reviews-Hotel_Campanile_Val_de_France-Magny_le_Hongre_Marne_la_Vallee_Seine_et_Marne_Ile_de_Fra.html,CAMPANILE
CAMPANILE CHARLEVILLE MEZIERES,https://www.tripadvisor.fr/Hotel_Review-g661459-d565363-Reviews-Campanile_Charleville_Mezieres-Charleville_Mezieres_Ardennes_Grand_Est.html,CAMPANILE
KYRIAD DIRECT STRASBOURG OUEST - Zénith,https://www.tripadvisor.fr/Hotel_Review-g187075-d21144383-Reviews-Kyriad_Direct_Strasbourg_Ouest_Zenith-Strasbourg_Bas_Rhin_Grand_Est.html,KYRIAD DIRECT
PREMIERE CLASSE COULOMMIERS - MOUROUX,https://www.tripadvisor.fr/Hotel_Review-g1055978-d488667-Reviews-Premiere_Classe_Coulommiers_Mouroux-Mouroux_Seine_et_Marne_Ile_de_France.html,PREMIERE CLASSE
KYRIAD CHANTILLY,https://www.tripadvisor.fr/Hotel_Review-g641875-d482399-Reviews-Hotel_Kyriad_Chantilly-Gouvieux_Chantilly_Oise_Hauts_de_France.html,KYRIAD
PREMIERE CLASSE AVIGNON NORD - LE PONTET,https://www.tripadvisor.fr/Hotel_Review-g207355-d651291-Reviews-Premiere_Classe_Avignon_Nord_Le_Pontet-Le_Pontet_Avignon_Vaucluse_Provence_Alpes_Cote_d.html,PREMIERE CLASSE
PREMIERE CLASSE NANCY EST - ESSEY,https://www.tripadvisor.fr/Hotel_Review-g661258-d488887-Reviews-Premiere_Classe_Nancy_Est_Essey-Essey_les_Nancy_Meurthe_et_Moselle_Grand_Est.html,PREMIERE CLASSE
PREMIERE CLASSE LILLE SUD - HENIN BEAUMONT - NOYELLES GODAULT,https://www.tripadvisor.fr/Hotel_Review-g651732-d488866-Reviews-Premiere_Classe_Lille_Sud_Henin_Beaumont-Noyelles_Godault_Pas_de_Calais_Hauts_de_France.html,PREMIERE CLASSE
